algo1,taille1,temps1,f1,rapport1,algo2,taille2,temps2,f2,rapport2,algo3,taille3,temps3,f3,rapport3
conv ,4,0.0115,48.97589663,2.35E-04,strassen ,4,0.2976,48.97589663,6.08E-03,strassenAvecLimite ,4,0.0077,48.97589663,1.57E-04
conv ,4,0.0105,48.97589663,2.14E-04,strassen ,4,0.3532,48.97589663,7.21E-03,strassenAvecLimite ,4,0.0088,48.97589663,1.80E-04
conv ,4,0.0393,48.97589663,8.02E-04,strassen ,4,0.4578,48.97589663,9.35E-03,strassenAvecLimite ,4,0.0089,48.97589663,1.82E-04
conv ,4,0.0112,48.97589663,2.29E-04,strassen ,4,0.7595,48.97589663,1.55E-02,strassenAvecLimite ,4,0.0099,48.97589663,2.02E-04
conv ,4,0.0125,48.97589663,2.55E-04,strassen ,4,0.3253,48.97589663,6.64E-03,strassenAvecLimite ,4,0.0116,48.97589663,2.37E-04
conv ,4,0.0114,48.97589663,2.33E-04,strassen ,4,0.338,48.97589663,6.90E-03,strassenAvecLimite ,4,0.0085,48.97589663,1.74E-04
conv ,4,0.0123,48.97589663,2.51E-04,strassen ,4,0.3587,48.97589663,7.32E-03,strassenAvecLimite ,4,0.008,48.97589663,1.63E-04
conv ,4,0.0154,48.97589663,3.14E-04,strassen ,4,0.5818,48.97589663,1.19E-02,strassenAvecLimite ,4,0.0088,48.97589663,1.80E-04
conv ,4,0.0141,48.97589663,2.88E-04,strassen ,4,0.3614,48.97589663,7.38E-03,strassenAvecLimite ,4,0.0092,48.97589663,1.88E-04
conv ,4,0.0125,48.97589663,2.55E-04,strassen ,4,0.4022,48.97589663,8.21E-03,strassenAvecLimite ,4,0.0079,48.97589663,1.61E-04
conv ,4,0.0118,48.97589663,2.41E-04,strassen ,4,0.3463,48.97589663,7.07E-03,strassenAvecLimite ,4,0.0079,48.97589663,1.61E-04
conv ,4,0.0104,48.97589663,2.12E-04,strassen ,4,0.356,48.97589663,7.27E-03,strassenAvecLimite ,4,0.0087,48.97589663,1.78E-04
conv ,4,0.0152,48.97589663,3.10E-04,strassen ,4,0.3543,48.97589663,7.23E-03,strassenAvecLimite ,4,0.0084,48.97589663,1.72E-04
conv ,4,0.0131,48.97589663,2.67E-04,strassen ,4,0.3767,48.97589663,7.69E-03,strassenAvecLimite ,4,0.0075,48.97589663,1.53E-04
conv ,4,0.0125,48.97589663,2.55E-04,strassen ,4,0.4225,48.97589663,8.63E-03,strassenAvecLimite ,4,0.0094,48.97589663,1.92E-04
conv ,4,0.0113,48.97589663,2.31E-04,strassen ,4,0.3617,48.97589663,7.39E-03,strassenAvecLimite ,4,0.0082,48.97589663,1.67E-04
conv ,4,0.0121,48.97589663,2.47E-04,strassen ,4,0.3543,48.97589663,7.23E-03,strassenAvecLimite ,4,0.0102,48.97589663,2.08E-04
conv ,4,0.0124,48.97589663,2.53E-04,strassen ,4,0.336,48.97589663,6.86E-03,strassenAvecLimite ,4,0.0084,48.97589663,1.72E-04
conv ,4,0.0144,48.97589663,2.94E-04,strassen ,4,0.3668,48.97589663,7.49E-03,strassenAvecLimite ,4,0.0105,48.97589663,2.14E-04
conv ,4,0.0122,48.97589663,2.49E-04,strassen ,4,0.3562,48.97589663,7.27E-03,strassenAvecLimite ,4,0.0092,48.97589663,1.88E-04
conv ,4,0.0109,48.97589663,2.23E-04,strassen ,4,0.3542,48.97589663,7.23E-03,strassenAvecLimite ,4,0.0077,48.97589663,1.57E-04
conv ,4,0.0113,48.97589663,2.31E-04,strassen ,4,0.3369,48.97589663,6.88E-03,strassenAvecLimite ,4,0.0084,48.97589663,1.72E-04
conv ,4,0.0137,48.97589663,2.80E-04,strassen ,4,0.3995,48.97589663,8.16E-03,strassenAvecLimite ,4,0.008,48.97589663,1.63E-04
conv ,4,0.0114,48.97589663,2.33E-04,strassen ,4,0.3711,48.97589663,7.58E-03,strassenAvecLimite ,4,0.008,48.97589663,1.63E-04
conv ,4,0.0158,48.97589663,3.23E-04,strassen ,4,0.3761,48.97589663,7.68E-03,strassenAvecLimite ,4,0.0097,48.97589663,1.98E-04
conv ,4,0.0144,48.97589663,2.94E-04,strassen ,4,0.4303,48.97589663,8.79E-03,strassenAvecLimite ,4,0.0087,48.97589663,1.78E-04
conv ,4,0.0147,48.97589663,3.00E-04,strassen ,4,0.6929,48.97589663,1.41E-02,strassenAvecLimite ,4,0.0084,48.97589663,1.72E-04
conv ,4,0.0112,48.97589663,2.29E-04,strassen ,4,0.3891,48.97589663,7.94E-03,strassenAvecLimite ,4,0.0078,48.97589663,1.59E-04
conv ,4,0.0127,48.97589663,2.59E-04,strassen ,4,0.3941,48.97589663,8.05E-03,strassenAvecLimite ,4,0.0077,48.97589663,1.57E-04
conv ,4,0.0116,48.97589663,2.37E-04,strassen ,4,0.3524,48.97589663,7.20E-03,strassenAvecLimite ,4,0.0075,48.97589663,1.53E-04
conv ,4,0.0108,48.97589663,2.21E-04,strassen ,4,0.3531,48.97589663,7.21E-03,strassenAvecLimite ,4,0.0087,48.97589663,1.78E-04
conv ,4,0.012,48.97589663,2.45E-04,strassen ,4,0.4096,48.97589663,8.36E-03,strassenAvecLimite ,4,0.009,48.97589663,1.84E-04
conv ,4,0.012,48.97589663,2.45E-04,strassen ,4,0.3613,48.97589663,7.38E-03,strassenAvecLimite ,4,0.0085,48.97589663,1.74E-04
conv ,4,0.0116,48.97589663,2.37E-04,strassen ,4,0.4888,48.97589663,9.98E-03,strassenAvecLimite ,4,0.0087,48.97589663,1.78E-04
conv ,4,0.0139,48.97589663,2.84E-04,strassen ,4,0.3673,48.97589663,7.50E-03,strassenAvecLimite ,4,0.009,48.97589663,1.84E-04
conv ,4,0.0132,48.97589663,2.70E-04,strassen ,4,0.3501,48.97589663,7.15E-03,strassenAvecLimite ,4,0.0086,48.97589663,1.76E-04
conv ,4,0.012,48.97589663,2.45E-04,strassen ,4,0.387,48.97589663,7.90E-03,strassenAvecLimite ,4,0.0082,48.97589663,1.67E-04
conv ,4,0.0118,48.97589663,2.41E-04,strassen ,4,0.3474,48.97589663,7.09E-03,strassenAvecLimite ,4,0.009,48.97589663,1.84E-04
conv ,4,0.012,48.97589663,2.45E-04,strassen ,4,0.3938,48.97589663,8.04E-03,strassenAvecLimite ,4,0.0085,48.97589663,1.74E-04
conv ,4,0.0126,48.97589663,2.57E-04,strassen ,4,0.3471,48.97589663,7.09E-03,strassenAvecLimite ,4,0.0109,48.97589663,2.23E-04
conv ,4,0.0129,48.97589663,2.63E-04,strassen ,4,0.476,48.97589663,9.72E-03,strassenAvecLimite ,4,0.009,48.97589663,1.84E-04
conv ,4,0.0136,48.97589663,2.78E-04,strassen ,4,0.4017,48.97589663,8.20E-03,strassenAvecLimite ,4,0.0084,48.97589663,1.72E-04
conv ,4,0.0122,48.97589663,2.49E-04,strassen ,4,0.3446,48.97589663,7.04E-03,strassenAvecLimite ,4,0.0092,48.97589663,1.88E-04
conv ,4,0.0143,48.97589663,2.92E-04,strassen ,4,0.3464,48.97589663,7.07E-03,strassenAvecLimite ,4,0.009,48.97589663,1.84E-04
conv ,4,0.0112,48.97589663,2.29E-04,strassen ,4,0.3667,48.97589663,7.49E-03,strassenAvecLimite ,4,0.0085,48.97589663,1.74E-04
conv ,4,0.0124,48.97589663,2.53E-04,strassen ,4,0.3584,48.97589663,7.32E-03,strassenAvecLimite ,4,0.0081,48.97589663,1.65E-04
conv ,4,0.0115,48.97589663,2.35E-04,strassen ,4,0.3732,48.97589663,7.62E-03,strassenAvecLimite ,4,0.0098,48.97589663,2.00E-04
conv ,4,0.0109,48.97589663,2.23E-04,strassen ,4,0.376,48.97589663,7.68E-03,strassenAvecLimite ,4,0.0088,48.97589663,1.80E-04
conv ,4,0.0339,48.97589663,6.92E-04,strassen ,4,0.4276,48.97589663,8.73E-03,strassenAvecLimite ,4,0.0084,48.97589663,1.72E-04
conv ,4,0.0119,48.97589663,2.43E-04,strassen ,4,0.3573,48.97589663,7.30E-03,strassenAvecLimite ,4,0.0083,48.97589663,1.69E-04
conv ,4,0.0178,48.97589663,3.63E-04,strassen ,4,0.3431,48.97589663,7.01E-03,strassenAvecLimite ,4,0.0088,48.97589663,1.80E-04
conv ,4,0.0122,48.97589663,2.49E-04,strassen ,4,0.2934,48.97589663,5.99E-03,strassenAvecLimite ,4,0.0093,48.97589663,1.90E-04
conv ,4,0.0132,48.97589663,2.70E-04,strassen ,4,0.3529,48.97589663,7.21E-03,strassenAvecLimite ,4,0.0088,48.97589663,1.80E-04
conv ,4,0.0127,48.97589663,2.59E-04,strassen ,4,0.3757,48.97589663,7.67E-03,strassenAvecLimite ,4,0.0091,48.97589663,1.86E-04
conv ,4,0.011,48.97589663,2.25E-04,strassen ,4,0.3595,48.97589663,7.34E-03,strassenAvecLimite ,4,0.0085,48.97589663,1.74E-04
conv ,4,0.0142,48.97589663,2.90E-04,strassen ,4,0.3466,48.97589663,7.08E-03,strassenAvecLimite ,4,0.0091,48.97589663,1.86E-04
conv ,4,0.0131,48.97589663,2.67E-04,strassen ,4,0.3268,48.97589663,6.67E-03,strassenAvecLimite ,4,0.0086,48.97589663,1.76E-04
conv ,4,0.0116,48.97589663,2.37E-04,strassen ,4,0.3843,48.97589663,7.85E-03,strassenAvecLimite ,4,0.0092,48.97589663,1.88E-04
conv ,4,0.0155,48.97589663,3.16E-04,strassen ,4,0.3623,48.97589663,7.40E-03,strassenAvecLimite ,4,0.0092,48.97589663,1.88E-04
conv ,4,0.0136,48.97589663,2.78E-04,strassen ,4,0.3054,48.97589663,6.24E-03,strassenAvecLimite ,4,0.0106,48.97589663,2.16E-04
conv ,4,0.0125,48.97589663,2.55E-04,strassen ,4,0.3483,48.97589663,7.11E-03,strassenAvecLimite ,4,0.0096,48.97589663,1.96E-04
conv ,4,0.0154,48.97589663,3.14E-04,strassen ,4,0.3713,48.97589663,7.58E-03,strassenAvecLimite ,4,0.0088,48.97589663,1.80E-04
conv ,4,0.0154,48.97589663,3.14E-04,strassen ,4,0.3462,48.97589663,7.07E-03,strassenAvecLimite ,4,0.0089,48.97589663,1.82E-04
conv ,4,0.0152,48.97589663,3.10E-04,strassen ,4,0.336,48.97589663,6.86E-03,strassenAvecLimite ,4,0.0084,48.97589663,1.72E-04
conv ,4,0.0132,48.97589663,2.70E-04,strassen ,4,0.3673,48.97589663,7.50E-03,strassenAvecLimite ,4,0.0087,48.97589663,1.78E-04
conv ,4,0.0115,48.97589663,2.35E-04,strassen ,4,0.3619,48.97589663,7.39E-03,strassenAvecLimite ,4,0.0088,48.97589663,1.80E-04
conv ,4,0.0129,48.97589663,2.63E-04,strassen ,4,0.3972,48.97589663,8.11E-03,strassenAvecLimite ,4,0.0097,48.97589663,1.98E-04
conv ,4,0.0117,48.97589663,2.39E-04,strassen ,4,0.5328,48.97589663,1.09E-02,strassenAvecLimite ,4,0.0093,48.97589663,1.90E-04
conv ,4,0.0117,48.97589663,2.39E-04,strassen ,4,0.37,48.97589663,7.55E-03,strassenAvecLimite ,4,0.0093,48.97589663,1.90E-04
conv ,4,0.0124,48.97589663,2.53E-04,strassen ,4,0.3564,48.97589663,7.28E-03,strassenAvecLimite ,4,0.0094,48.97589663,1.92E-04
conv ,4,0.0126,48.97589663,2.57E-04,strassen ,4,0.3548,48.97589663,7.24E-03,strassenAvecLimite ,4,0.0097,48.97589663,1.98E-04
conv ,4,0.0157,48.97589663,3.21E-04,strassen ,4,0.3638,48.97589663,7.43E-03,strassenAvecLimite ,4,0.009,48.97589663,1.84E-04
conv ,4,0.0154,48.97589663,3.14E-04,strassen ,4,0.3524,48.97589663,7.20E-03,strassenAvecLimite ,4,0.0099,48.97589663,2.02E-04
conv ,4,0.0122,48.97589663,2.49E-04,strassen ,4,0.4635,48.97589663,9.46E-03,strassenAvecLimite ,4,0.0094,48.97589663,1.92E-04
conv ,4,0.0137,48.97589663,2.80E-04,strassen ,4,0.3613,48.97589663,7.38E-03,strassenAvecLimite ,4,0.0094,48.97589663,1.92E-04
conv ,4,0.013,48.97589663,2.65E-04,strassen ,4,0.3626,48.97589663,7.40E-03,strassenAvecLimite ,4,0.0105,48.97589663,2.14E-04
conv ,4,0.0154,48.97589663,3.14E-04,strassen ,4,0.3945,48.97589663,8.05E-03,strassenAvecLimite ,4,0.0098,48.97589663,2.00E-04
conv ,4,0.0126,48.97589663,2.57E-04,strassen ,4,0.3328,48.97589663,6.80E-03,strassenAvecLimite ,4,0.0112,48.97589663,2.29E-04
conv ,4,0.0129,48.97589663,2.63E-04,strassen ,4,0.4375,48.97589663,8.93E-03,strassenAvecLimite ,4,0.0109,48.97589663,2.23E-04
conv ,4,0.0139,48.97589663,2.84E-04,strassen ,4,0.3591,48.97589663,7.33E-03,strassenAvecLimite ,4,0.0094,48.97589663,1.92E-04
conv ,4,0.0123,48.97589663,2.51E-04,strassen ,4,0.4005,48.97589663,8.18E-03,strassenAvecLimite ,4,0.0095,48.97589663,1.94E-04
conv ,4,0.0176,48.97589663,3.59E-04,strassen ,4,0.3716,48.97589663,7.59E-03,strassenAvecLimite ,4,0.0091,48.97589663,1.86E-04
conv ,4,0.021,48.97589663,4.29E-04,strassen ,4,0.4263,48.97589663,8.70E-03,strassenAvecLimite ,4,0.0101,48.97589663,2.06E-04
conv ,4,0.013,48.97589663,2.65E-04,strassen ,4,0.351,48.97589663,7.17E-03,strassenAvecLimite ,4,0.0095,48.97589663,1.94E-04
conv ,4,0.0124,48.97589663,2.53E-04,strassen ,4,0.3609,48.97589663,7.37E-03,strassenAvecLimite ,4,0.0103,48.97589663,2.10E-04
conv ,4,0.0122,48.97589663,2.49E-04,strassen ,4,0.3769,48.97589663,7.70E-03,strassenAvecLimite ,4,0.0104,48.97589663,2.12E-04
conv ,4,0.0124,48.97589663,2.53E-04,strassen ,4,0.3721,48.97589663,7.60E-03,strassenAvecLimite ,4,0.0099,48.97589663,2.02E-04
conv ,4,0.0127,48.97589663,2.59E-04,strassen ,4,0.3785,48.97589663,7.73E-03,strassenAvecLimite ,4,0.0096,48.97589663,1.96E-04
conv ,4,0.0145,48.97589663,2.96E-04,strassen ,4,0.3771,48.97589663,7.70E-03,strassenAvecLimite ,4,0.0099,48.97589663,2.02E-04
conv ,4,0.0126,48.97589663,2.57E-04,strassen ,4,0.4407,48.97589663,9.00E-03,strassenAvecLimite ,4,0.0098,48.97589663,2.00E-04
conv ,4,0.0121,48.97589663,2.47E-04,strassen ,4,0.3686,48.97589663,7.53E-03,strassenAvecLimite ,4,0.0101,48.97589663,2.06E-04
conv ,4,0.0119,48.97589663,2.43E-04,strassen ,4,0.3341,48.97589663,6.82E-03,strassenAvecLimite ,4,0.01,48.97589663,2.04E-04
conv ,4,0.0125,48.97589663,2.55E-04,strassen ,4,0.4273,48.97589663,8.72E-03,strassenAvecLimite ,4,0.0096,48.97589663,1.96E-04
conv ,4,0.0115,48.97589663,2.35E-04,strassen ,4,0.4214,48.97589663,8.60E-03,strassenAvecLimite ,4,0.0101,48.97589663,2.06E-04
conv ,4,0.0118,48.97589663,2.41E-04,strassen ,4,0.3338,48.97589663,6.82E-03,strassenAvecLimite ,4,0.0097,48.97589663,1.98E-04
conv ,4,0.0122,48.97589663,2.49E-04,strassen ,4,0.3489,48.97589663,7.12E-03,strassenAvecLimite ,4,0.0105,48.97589663,2.14E-04
conv ,4,0.0129,48.97589663,2.63E-04,strassen ,4,0.3244,48.97589663,6.62E-03,strassenAvecLimite ,4,0.0114,48.97589663,2.33E-04
conv ,4,0.0127,48.97589663,2.59E-04,strassen ,4,0.5429,48.97589663,1.11E-02,strassenAvecLimite ,4,0.0131,48.97589663,2.67E-04
conv ,4,0.0121,48.97589663,2.47E-04,strassen ,4,0.3459,48.97589663,7.06E-03,strassenAvecLimite ,4,0.0098,48.97589663,2.00E-04
conv ,4,0.0126,48.97589663,2.57E-04,strassen ,4,0.379,48.97589663,7.74E-03,strassenAvecLimite ,4,0.0093,48.97589663,1.90E-04
conv ,8,0.0198,342.7469458,5.78E-05,strassen ,8,2.104,342.7469458,6.14E-03,strassenAvecLimite ,8,0.0224,342.7469458,6.54E-05
conv ,8,0.022,342.7469458,6.42E-05,strassen ,8,2.4319,342.7469458,7.10E-03,strassenAvecLimite ,8,0.0186,342.7469458,5.43E-05
conv ,8,0.0194,342.7469458,5.66E-05,strassen ,8,2.9969,342.7469458,8.74E-03,strassenAvecLimite ,8,0.0176,342.7469458,5.13E-05
conv ,8,0.0198,342.7469458,5.78E-05,strassen ,8,2.3811,342.7469458,6.95E-03,strassenAvecLimite ,8,0.0189,342.7469458,5.51E-05
conv ,8,0.0244,342.7469458,7.12E-05,strassen ,8,2.7656,342.7469458,8.07E-03,strassenAvecLimite ,8,0.0172,342.7469458,5.02E-05
conv ,8,0.0268,342.7469458,7.82E-05,strassen ,8,2.3245,342.7469458,6.78E-03,strassenAvecLimite ,8,0.0174,342.7469458,5.08E-05
conv ,8,0.0216,342.7469458,6.30E-05,strassen ,8,2.2427,342.7469458,6.54E-03,strassenAvecLimite ,8,0.0171,342.7469458,4.99E-05
conv ,8,0.0195,342.7469458,5.69E-05,strassen ,8,2.467,342.7469458,7.20E-03,strassenAvecLimite ,8,0.0173,342.7469458,5.05E-05
conv ,8,0.0189,342.7469458,5.51E-05,strassen ,8,2.2084,342.7469458,6.44E-03,strassenAvecLimite ,8,0.0199,342.7469458,5.81E-05
conv ,8,0.0222,342.7469458,6.48E-05,strassen ,8,2.8276,342.7469458,8.25E-03,strassenAvecLimite ,8,0.0184,342.7469458,5.37E-05
conv ,8,0.0205,342.7469458,5.98E-05,strassen ,8,2.2038,342.7469458,6.43E-03,strassenAvecLimite ,8,0.0183,342.7469458,5.34E-05
conv ,8,0.0207,342.7469458,6.04E-05,strassen ,8,2.1391,342.7469458,6.24E-03,strassenAvecLimite ,8,0.0168,342.7469458,4.90E-05
conv ,8,0.0212,342.7469458,6.19E-05,strassen ,8,2.7538,342.7469458,8.03E-03,strassenAvecLimite ,8,0.0169,342.7469458,4.93E-05
conv ,8,0.0237,342.7469458,6.91E-05,strassen ,8,2.0004,342.7469458,5.84E-03,strassenAvecLimite ,8,0.0176,342.7469458,5.13E-05
conv ,8,0.0184,342.7469458,5.37E-05,strassen ,8,2.1931,342.7469458,6.40E-03,strassenAvecLimite ,8,0.0186,342.7469458,5.43E-05
conv ,8,0.0197,342.7469458,5.75E-05,strassen ,8,2.5245,342.7469458,7.37E-03,strassenAvecLimite ,8,0.0195,342.7469458,5.69E-05
conv ,8,0.02,342.7469458,5.84E-05,strassen ,8,2.4838,342.7469458,7.25E-03,strassenAvecLimite ,8,0.0174,342.7469458,5.08E-05
conv ,8,0.0186,342.7469458,5.43E-05,strassen ,8,2.3042,342.7469458,6.72E-03,strassenAvecLimite ,8,0.0151,342.7469458,4.41E-05
conv ,8,0.0224,342.7469458,6.54E-05,strassen ,8,2.6719,342.7469458,7.80E-03,strassenAvecLimite ,8,0.0169,342.7469458,4.93E-05
conv ,8,0.0225,342.7469458,6.56E-05,strassen ,8,2.109,342.7469458,6.15E-03,strassenAvecLimite ,8,0.0174,342.7469458,5.08E-05
conv ,8,0.0217,342.7469458,6.33E-05,strassen ,8,2.9824,342.7469458,8.70E-03,strassenAvecLimite ,8,0.0174,342.7469458,5.08E-05
conv ,8,0.0204,342.7469458,5.95E-05,strassen ,8,2.4014,342.7469458,7.01E-03,strassenAvecLimite ,8,0.0177,342.7469458,5.16E-05
conv ,8,0.0254,342.7469458,7.41E-05,strassen ,8,2.1986,342.7469458,6.41E-03,strassenAvecLimite ,8,0.0194,342.7469458,5.66E-05
conv ,8,0.0217,342.7469458,6.33E-05,strassen ,8,2.2082,342.7469458,6.44E-03,strassenAvecLimite ,8,0.0179,342.7469458,5.22E-05
conv ,8,0.0205,342.7469458,5.98E-05,strassen ,8,2.2158,342.7469458,6.46E-03,strassenAvecLimite ,8,0.0157,342.7469458,4.58E-05
conv ,8,0.02,342.7469458,5.84E-05,strassen ,8,2.9131,342.7469458,8.50E-03,strassenAvecLimite ,8,0.0197,342.7469458,5.75E-05
conv ,8,0.0188,342.7469458,5.49E-05,strassen ,8,2.8724,342.7469458,8.38E-03,strassenAvecLimite ,8,0.0174,342.7469458,5.08E-05
conv ,8,0.0194,342.7469458,5.66E-05,strassen ,8,2.2739,342.7469458,6.63E-03,strassenAvecLimite ,8,0.0184,342.7469458,5.37E-05
conv ,8,0.0192,342.7469458,5.60E-05,strassen ,8,2.2139,342.7469458,6.46E-03,strassenAvecLimite ,8,0.0184,342.7469458,5.37E-05
conv ,8,0.0205,342.7469458,5.98E-05,strassen ,8,2.0915,342.7469458,6.10E-03,strassenAvecLimite ,8,0.0176,342.7469458,5.13E-05
conv ,8,0.0185,342.7469458,5.40E-05,strassen ,8,2.8826,342.7469458,8.41E-03,strassenAvecLimite ,8,0.0217,342.7469458,6.33E-05
conv ,8,0.0231,342.7469458,6.74E-05,strassen ,8,2.4077,342.7469458,7.02E-03,strassenAvecLimite ,8,0.0197,342.7469458,5.75E-05
conv ,8,0.0236,342.7469458,6.89E-05,strassen ,8,2.5859,342.7469458,7.54E-03,strassenAvecLimite ,8,0.0178,342.7469458,5.19E-05
conv ,8,0.0201,342.7469458,5.86E-05,strassen ,8,2.3062,342.7469458,6.73E-03,strassenAvecLimite ,8,0.0188,342.7469458,5.49E-05
conv ,8,0.0206,342.7469458,6.01E-05,strassen ,8,2.7345,342.7469458,7.98E-03,strassenAvecLimite ,8,0.0176,342.7469458,5.13E-05
conv ,8,0.0216,342.7469458,6.30E-05,strassen ,8,2.5978,342.7469458,7.58E-03,strassenAvecLimite ,8,0.019,342.7469458,5.54E-05
conv ,8,0.0219,342.7469458,6.39E-05,strassen ,8,2.5548,342.7469458,7.45E-03,strassenAvecLimite ,8,0.0181,342.7469458,5.28E-05
conv ,8,0.0198,342.7469458,5.78E-05,strassen ,8,2.2833,342.7469458,6.66E-03,strassenAvecLimite ,8,0.0171,342.7469458,4.99E-05
conv ,8,0.057,342.7469458,1.66E-04,strassen ,8,3.4116,342.7469458,9.95E-03,strassenAvecLimite ,8,0.0164,342.7469458,4.78E-05
conv ,8,0.0233,342.7469458,6.80E-05,strassen ,8,2.0875,342.7469458,6.09E-03,strassenAvecLimite ,8,0.0174,342.7469458,5.08E-05
conv ,8,0.0211,342.7469458,6.16E-05,strassen ,8,2.2997,342.7469458,6.71E-03,strassenAvecLimite ,8,0.0164,342.7469458,4.78E-05
conv ,8,0.0424,342.7469458,1.24E-04,strassen ,8,2.946,342.7469458,8.60E-03,strassenAvecLimite ,8,0.0173,342.7469458,5.05E-05
conv ,8,0.0197,342.7469458,5.75E-05,strassen ,8,2.3077,342.7469458,6.73E-03,strassenAvecLimite ,8,0.0184,342.7469458,5.37E-05
conv ,8,0.0207,342.7469458,6.04E-05,strassen ,8,2.4886,342.7469458,7.26E-03,strassenAvecLimite ,8,0.0176,342.7469458,5.13E-05
