algo1,taille1,temps1,f1,rapport1,algo2,taille2,temps2,f2,rapport2,algo3,taille3,temps3,f3,rapport3
conv ,8,0.0198,342.7469458,5.78E-05,strassen ,8,2.3153,342.7469458,6.76E-03,strassenAvecLimite ,8,0.0168,342.7469458,4.90E-05
conv ,8,0.0236,342.7469458,6.89E-05,strassen ,8,2.5218,342.7469458,7.36E-03,strassenAvecLimite ,8,0.016,342.7469458,4.67E-05
conv ,8,0.0204,342.7469458,5.95E-05,strassen ,8,2.4654,342.7469458,7.19E-03,strassenAvecLimite ,8,0.0157,342.7469458,4.58E-05
conv ,8,0.0195,342.7469458,5.69E-05,strassen ,8,2.2459,342.7469458,6.55E-03,strassenAvecLimite ,8,0.0193,342.7469458,5.63E-05
conv ,8,0.0213,342.7469458,6.21E-05,strassen ,8,2.2775,342.7469458,6.64E-03,strassenAvecLimite ,8,0.0177,342.7469458,5.16E-05
conv ,8,0.0189,342.7469458,5.51E-05,strassen ,8,2.1489,342.7469458,6.27E-03,strassenAvecLimite ,8,0.0176,342.7469458,5.13E-05
conv ,8,0.0191,342.7469458,5.57E-05,strassen ,8,2.0834,342.7469458,6.08E-03,strassenAvecLimite ,8,0.0179,342.7469458,5.22E-05
conv ,8,0.0196,342.7469458,5.72E-05,strassen ,8,2.2111,342.7469458,6.45E-03,strassenAvecLimite ,8,0.016,342.7469458,4.67E-05
conv ,8,0.0203,342.7469458,5.92E-05,strassen ,8,2.732,342.7469458,7.97E-03,strassenAvecLimite ,8,0.0154,342.7469458,4.49E-05
conv ,8,0.0197,342.7469458,5.75E-05,strassen ,8,2.4148,342.7469458,7.05E-03,strassenAvecLimite ,8,0.0199,342.7469458,5.81E-05
conv ,8,0.0197,342.7469458,5.75E-05,strassen ,8,3.0539,342.7469458,8.91E-03,strassenAvecLimite ,8,0.0203,342.7469458,5.92E-05
conv ,8,0.0197,342.7469458,5.75E-05,strassen ,8,2.131,342.7469458,6.22E-03,strassenAvecLimite ,8,0.0169,342.7469458,4.93E-05
conv ,8,0.0238,342.7469458,6.94E-05,strassen ,8,2.1345,342.7469458,6.23E-03,strassenAvecLimite ,8,0.0157,342.7469458,4.58E-05
conv ,8,0.0233,342.7469458,6.80E-05,strassen ,8,2.4368,342.7469458,7.11E-03,strassenAvecLimite ,8,0.0154,342.7469458,4.49E-05
conv ,8,0.0204,342.7469458,5.95E-05,strassen ,8,2.3067,342.7469458,6.73E-03,strassenAvecLimite ,8,0.0168,342.7469458,4.90E-05
conv ,8,0.0234,342.7469458,6.83E-05,strassen ,8,2.1888,342.7469458,6.39E-03,strassenAvecLimite ,8,0.0157,342.7469458,4.58E-05
conv ,8,0.0254,342.7469458,7.41E-05,strassen ,8,2.2049,342.7469458,6.43E-03,strassenAvecLimite ,8,0.0138,342.7469458,4.03E-05
conv ,8,0.0229,342.7469458,6.68E-05,strassen ,8,2.2689,342.7469458,6.62E-03,strassenAvecLimite ,8,0.0159,342.7469458,4.64E-05
conv ,8,0.0224,342.7469458,6.54E-05,strassen ,8,3.274,342.7469458,9.55E-03,strassenAvecLimite ,8,0.0153,342.7469458,4.46E-05
conv ,8,0.0212,342.7469458,6.19E-05,strassen ,8,2.7087,342.7469458,7.90E-03,strassenAvecLimite ,8,0.0147,342.7469458,4.29E-05
conv ,8,0.02,342.7469458,5.84E-05,strassen ,8,2.7182,342.7469458,7.93E-03,strassenAvecLimite ,8,0.0146,342.7469458,4.26E-05
conv ,8,0.0199,342.7469458,5.81E-05,strassen ,8,3.2429,342.7469458,9.46E-03,strassenAvecLimite ,8,0.0153,342.7469458,4.46E-05
conv ,8,0.023,342.7469458,6.71E-05,strassen ,8,2.5122,342.7469458,7.33E-03,strassenAvecLimite ,8,0.0178,342.7469458,5.19E-05
conv ,8,0.0203,342.7469458,5.92E-05,strassen ,8,2.2595,342.7469458,6.59E-03,strassenAvecLimite ,8,0.0159,342.7469458,4.64E-05
conv ,8,0.0207,342.7469458,6.04E-05,strassen ,8,2.4191,342.7469458,7.06E-03,strassenAvecLimite ,8,0.0177,342.7469458,5.16E-05
conv ,8,0.0207,342.7469458,6.04E-05,strassen ,8,2.206,342.7469458,6.44E-03,strassenAvecLimite ,8,0.018,342.7469458,5.25E-05
conv ,8,0.02,342.7469458,5.84E-05,strassen ,8,3.5794,342.7469458,1.04E-02,strassenAvecLimite ,8,0.0156,342.7469458,4.55E-05
conv ,8,0.0207,342.7469458,6.04E-05,strassen ,8,2.4932,342.7469458,7.27E-03,strassenAvecLimite ,8,0.0154,342.7469458,4.49E-05
conv ,8,0.0224,342.7469458,6.54E-05,strassen ,8,2.4523,342.7469458,7.15E-03,strassenAvecLimite ,8,0.0166,342.7469458,4.84E-05
conv ,8,0.0224,342.7469458,6.54E-05,strassen ,8,2.6195,342.7469458,7.64E-03,strassenAvecLimite ,8,0.0178,342.7469458,5.19E-05
conv ,8,0.0222,342.7469458,6.48E-05,strassen ,8,2.6053,342.7469458,7.60E-03,strassenAvecLimite ,8,0.0185,342.7469458,5.40E-05
conv ,8,0.0212,342.7469458,6.19E-05,strassen ,8,2.6981,342.7469458,7.87E-03,strassenAvecLimite ,8,0.017,342.7469458,4.96E-05
conv ,8,0.0184,342.7469458,5.37E-05,strassen ,8,2.6807,342.7469458,7.82E-03,strassenAvecLimite ,8,0.0164,342.7469458,4.78E-05
conv ,8,0.0205,342.7469458,5.98E-05,strassen ,8,3.4221,342.7469458,9.98E-03,strassenAvecLimite ,8,0.0157,342.7469458,4.58E-05
conv ,8,0.0222,342.7469458,6.48E-05,strassen ,8,2.4208,342.7469458,7.06E-03,strassenAvecLimite ,8,0.0159,342.7469458,4.64E-05
conv ,8,0.0212,342.7469458,6.19E-05,strassen ,8,2.1811,342.7469458,6.36E-03,strassenAvecLimite ,8,0.0155,342.7469458,4.52E-05
conv ,8,0.0211,342.7469458,6.16E-05,strassen ,8,2.6074,342.7469458,7.61E-03,strassenAvecLimite ,8,0.0187,342.7469458,5.46E-05
conv ,8,0.0232,342.7469458,6.77E-05,strassen ,8,2.6339,342.7469458,7.68E-03,strassenAvecLimite ,8,0.0177,342.7469458,5.16E-05
conv ,8,0.0223,342.7469458,6.51E-05,strassen ,8,2.6119,342.7469458,7.62E-03,strassenAvecLimite ,8,0.0169,342.7469458,4.93E-05
conv ,8,0.0225,342.7469458,6.56E-05,strassen ,8,2.5698,342.7469458,7.50E-03,strassenAvecLimite ,8,0.0167,342.7469458,4.87E-05
conv ,8,0.0243,342.7469458,7.09E-05,strassen ,8,2.1963,342.7469458,6.41E-03,strassenAvecLimite ,8,0.0159,342.7469458,4.64E-05
conv ,8,0.0215,342.7469458,6.27E-05,strassen ,8,2.1862,342.7469458,6.38E-03,strassenAvecLimite ,8,0.0161,342.7469458,4.70E-05
conv ,8,0.0229,342.7469458,6.68E-05,strassen ,8,2.2026,342.7469458,6.43E-03,strassenAvecLimite ,8,0.0154,342.7469458,4.49E-05
conv ,8,0.0188,342.7469458,5.49E-05,strassen ,8,2.2856,342.7469458,6.67E-03,strassenAvecLimite ,8,0.0186,342.7469458,5.43E-05
conv ,8,0.02,342.7469458,5.84E-05,strassen ,8,2.5717,342.7469458,7.50E-03,strassenAvecLimite ,8,0.0178,342.7469458,5.19E-05
conv ,8,0.0288,342.7469458,8.40E-05,strassen ,8,2.5666,342.7469458,7.49E-03,strassenAvecLimite ,8,0.0164,342.7469458,4.78E-05
conv ,8,0.0209,342.7469458,6.10E-05,strassen ,8,2.3077,342.7469458,6.73E-03,strassenAvecLimite ,8,0.0223,342.7469458,6.51E-05
conv ,8,0.0212,342.7469458,6.19E-05,strassen ,8,2.3394,342.7469458,6.83E-03,strassenAvecLimite ,8,0.0154,342.7469458,4.49E-05
conv ,8,0.0227,342.7469458,6.62E-05,strassen ,8,2.4978,342.7469458,7.29E-03,strassenAvecLimite ,8,0.019,342.7469458,5.54E-05
conv ,8,0.0212,342.7469458,6.19E-05,strassen ,8,3.6631,342.7469458,1.07E-02,strassenAvecLimite ,8,0.0205,342.7469458,5.98E-05
conv ,8,0.0231,342.7469458,6.74E-05,strassen ,8,2.4374,342.7469458,7.11E-03,strassenAvecLimite ,8,0.0195,342.7469458,5.69E-05
conv ,8,0.0197,342.7469458,5.75E-05,strassen ,8,2.6139,342.7469458,7.63E-03,strassenAvecLimite ,8,0.0167,342.7469458,4.87E-05
conv ,8,0.0245,342.7469458,7.15E-05,strassen ,8,2.073,342.7469458,6.05E-03,strassenAvecLimite ,8,0.016,342.7469458,4.67E-05
conv ,8,0.023,342.7469458,6.71E-05,strassen ,8,2.601,342.7469458,7.59E-03,strassenAvecLimite ,8,0.0155,342.7469458,4.52E-05
conv ,8,0.0207,342.7469458,6.04E-05,strassen ,8,2.5687,342.7469458,7.49E-03,strassenAvecLimite ,8,0.0155,342.7469458,4.52E-05
conv ,8,0.0209,342.7469458,6.10E-05,strassen ,8,2.3819,342.7469458,6.95E-03,strassenAvecLimite ,8,0.0164,342.7469458,4.78E-05
conv ,16,0.073,2398.638451,3.04E-05,strassen ,16,15.5036,2398.638451,6.46E-03,strassenAvecLimite ,16,0.0616,2398.638451,2.57E-05
conv ,16,0.0776,2398.638451,3.24E-05,strassen ,16,16.8326,2398.638451,7.02E-03,strassenAvecLimite ,16,0.0777,2398.638451,3.24E-05
conv ,16,0.0795,2398.638451,3.31E-05,strassen ,16,15.1805,2398.638451,6.33E-03,strassenAvecLimite ,16,0.0767,2398.638451,3.20E-05
conv ,16,0.0812,2398.638451,3.39E-05,strassen ,16,15.3668,2398.638451,6.41E-03,strassenAvecLimite ,16,0.07,2398.638451,2.92E-05
conv ,16,0.0848,2398.638451,3.54E-05,strassen ,16,16.0576,2398.638451,6.69E-03,strassenAvecLimite ,16,0.0872,2398.638451,3.64E-05
conv ,16,0.0807,2398.638451,3.36E-05,strassen ,16,15.2783,2398.638451,6.37E-03,strassenAvecLimite ,16,0.0731,2398.638451,3.05E-05
conv ,16,0.0723,2398.638451,3.01E-05,strassen ,16,15.0249,2398.638451,6.26E-03,strassenAvecLimite ,16,0.0668,2398.638451,2.78E-05
conv ,16,0.08,2398.638451,3.34E-05,strassen ,16,15.8814,2398.638451,6.62E-03,strassenAvecLimite ,16,0.0646,2398.638451,2.69E-05
conv ,16,0.0757,2398.638451,3.16E-05,strassen ,16,16.8683,2398.638451,7.03E-03,strassenAvecLimite ,16,0.0662,2398.638451,2.76E-05
conv ,16,0.0763,2398.638451,3.18E-05,strassen ,16,16.2264,2398.638451,6.76E-03,strassenAvecLimite ,16,0.0572,2398.638451,2.38E-05
conv ,16,0.0843,2398.638451,3.51E-05,strassen ,16,17.2577,2398.638451,7.19E-03,strassenAvecLimite ,16,0.0569,2398.638451,2.37E-05
conv ,16,0.08,2398.638451,3.34E-05,strassen ,16,24.1195,2398.638451,1.01E-02,strassenAvecLimite ,16,0.0614,2398.638451,2.56E-05
conv ,16,0.082,2398.638451,3.42E-05,strassen ,16,16.8216,2398.638451,7.01E-03,strassenAvecLimite ,16,0.059,2398.638451,2.46E-05
conv ,16,0.0727,2398.638451,3.03E-05,strassen ,16,14.7639,2398.638451,6.16E-03,strassenAvecLimite ,16,0.0571,2398.638451,2.38E-05
conv ,16,0.1305,2398.638451,5.44E-05,strassen ,16,15.3366,2398.638451,6.39E-03,strassenAvecLimite ,16,0.073,2398.638451,3.04E-05
conv ,16,0.0887,2398.638451,3.70E-05,strassen ,16,18.2204,2398.638451,7.60E-03,strassenAvecLimite ,16,0.0667,2398.638451,2.78E-05
conv ,16,0.0728,2398.638451,3.04E-05,strassen ,16,18.2514,2398.638451,7.61E-03,strassenAvecLimite ,16,0.0649,2398.638451,2.71E-05
conv ,16,0.0777,2398.638451,3.24E-05,strassen ,16,14.5836,2398.638451,6.08E-03,strassenAvecLimite ,16,0.0644,2398.638451,2.68E-05
conv ,16,0.078,2398.638451,3.25E-05,strassen ,16,16.1791,2398.638451,6.75E-03,strassenAvecLimite ,16,0.0667,2398.638451,2.78E-05
conv ,16,0.0896,2398.638451,3.74E-05,strassen ,16,16.5792,2398.638451,6.91E-03,strassenAvecLimite ,16,0.0697,2398.638451,2.91E-05
conv ,16,0.086,2398.638451,3.59E-05,strassen ,16,15.5364,2398.638451,6.48E-03,strassenAvecLimite ,16,0.0647,2398.638451,2.70E-05
conv ,16,0.0763,2398.638451,3.18E-05,strassen ,16,15.7306,2398.638451,6.56E-03,strassenAvecLimite ,16,0.0646,2398.638451,2.69E-05
conv ,16,0.0732,2398.638451,3.05E-05,strassen ,16,13.409,2398.638451,5.59E-03,strassenAvecLimite ,16,0.0667,2398.638451,2.78E-05
conv ,16,0.0768,2398.638451,3.20E-05,strassen ,16,13.6688,2398.638451,5.70E-03,strassenAvecLimite ,16,0.066,2398.638451,2.75E-05
conv ,16,0.1047,2398.638451,4.36E-05,strassen ,16,23.5407,2398.638451,9.81E-03,strassenAvecLimite ,16,0.0694,2398.638451,2.89E-05
conv ,16,0.0729,2398.638451,3.04E-05,strassen ,16,15.9762,2398.638451,6.66E-03,strassenAvecLimite ,16,0.0696,2398.638451,2.90E-05
conv ,16,0.0726,2398.638451,3.03E-05,strassen ,16,15.1128,2398.638451,6.30E-03,strassenAvecLimite ,16,0.0764,2398.638451,3.19E-05
conv ,16,0.0804,2398.638451,3.35E-05,strassen ,16,14.0204,2398.638451,5.85E-03,strassenAvecLimite ,16,0.064,2398.638451,2.67E-05
conv ,16,0.0865,2398.638451,3.61E-05,strassen ,16,17.7282,2398.638451,7.39E-03,strassenAvecLimite ,16,0.0766,2398.638451,3.19E-05
conv ,16,0.0866,2398.638451,3.61E-05,strassen ,16,14.8819,2398.638451,6.20E-03,strassenAvecLimite ,16,0.0697,2398.638451,2.91E-05
conv ,16,0.0792,2398.638451,3.30E-05,strassen ,16,20.3582,2398.638451,8.49E-03,strassenAvecLimite ,16,0.0663,2398.638451,2.76E-05
conv ,16,0.0703,2398.638451,2.93E-05,strassen ,16,14.2621,2398.638451,5.95E-03,strassenAvecLimite ,16,0.0707,2398.638451,2.95E-05
conv ,16,0.1328,2398.638451,5.54E-05,strassen ,16,15.36,2398.638451,6.40E-03,strassenAvecLimite ,16,0.0697,2398.638451,2.91E-05
conv ,16,0.0801,2398.638451,3.34E-05,strassen ,16,17.1433,2398.638451,7.15E-03,strassenAvecLimite ,16,0.0667,2398.638451,2.78E-05
conv ,16,0.0775,2398.638451,3.23E-05,strassen ,16,14.5412,2398.638451,6.06E-03,strassenAvecLimite ,16,0.0671,2398.638451,2.80E-05
conv ,16,0.0803,2398.638451,3.35E-05,strassen ,16,15.9337,2398.638451,6.64E-03,strassenAvecLimite ,16,0.0731,2398.638451,3.05E-05
conv ,16,0.0907,2398.638451,3.78E-05,strassen ,16,16.33,2398.638451,6.81E-03,strassenAvecLimite ,16,0.0729,2398.638451,3.04E-05
conv ,16,0.0866,2398.638451,3.61E-05,strassen ,16,16.284,2398.638451,6.79E-03,strassenAvecLimite ,16,0.0766,2398.638451,3.19E-05
conv ,16,0.0808,2398.638451,3.37E-05,strassen ,16,20.6377,2398.638451,8.60E-03,strassenAvecLimite ,16,0.0728,2398.638451,3.04E-05
conv ,16,0.073,2398.638451,3.04E-05,strassen ,16,16.0974,2398.638451,6.71E-03,strassenAvecLimite ,16,0.0667,2398.638451,2.78E-05
conv ,16,0.0724,2398.638451,3.02E-05,strassen ,16,16.689,2398.638451,6.96E-03,strassenAvecLimite ,16,0.0758,2398.638451,3.16E-05
conv ,16,0.0695,2398.638451,2.90E-05,strassen ,16,14.9032,2398.638451,6.21E-03,strassenAvecLimite ,16,0.0795,2398.638451,3.31E-05
conv ,16,0.0727,2398.638451,3.03E-05,strassen ,16,14.2293,2398.638451,5.93E-03,strassenAvecLimite ,16,0.0672,2398.638451,2.80E-05
conv ,16,0.0691,2398.638451,2.88E-05,strassen ,16,16.637,2398.638451,6.94E-03,strassenAvecLimite ,16,0.0639,2398.638451,2.66E-05
conv ,16,0.0808,2398.638451,3.37E-05,strassen ,16,15.9,2398.638451,6.63E-03,strassenAvecLimite ,16,0.0666,2398.638451,2.78E-05
conv ,16,0.0838,2398.638451,3.49E-05,strassen ,16,14.7114,2398.638451,6.13E-03,strassenAvecLimite ,16,0.0672,2398.638451,2.80E-05
conv ,16,0.0799,2398.638451,3.33E-05,strassen ,16,16.0976,2398.638451,6.71E-03,strassenAvecLimite ,16,0.0666,2398.638451,2.78E-05
conv ,16,0.0835,2398.638451,3.48E-05,strassen ,16,15.7716,2398.638451,6.58E-03,strassenAvecLimite ,16,0.07,2398.638451,2.92E-05
conv ,16,0.076,2398.638451,3.17E-05,strassen ,16,16.0474,2398.638451,6.69E-03,strassenAvecLimite ,16,0.0769,2398.638451,3.21E-05
conv ,16,0.0852,2398.638451,3.55E-05,strassen ,16,18.4077,2398.638451,7.67E-03,strassenAvecLimite ,16,0.0754,2398.638451,3.14E-05
conv ,16,0.0805,2398.638451,3.36E-05,strassen ,16,14.7882,2398.638451,6.17E-03,strassenAvecLimite ,16,0.0698,2398.638451,2.91E-05
conv ,16,0.0798,2398.638451,3.33E-05,strassen ,16,14.8077,2398.638451,6.17E-03,strassenAvecLimite ,16,0.0607,2398.638451,2.53E-05
conv ,16,0.0927,2398.638451,3.86E-05,strassen ,16,14.6336,2398.638451,6.10E-03,strassenAvecLimite ,16,0.0674,2398.638451,2.81E-05
conv ,16,0.0812,2398.638451,3.39E-05,strassen ,16,13.9252,2398.638451,5.81E-03,strassenAvecLimite ,16,0.0698,2398.638451,2.91E-05
conv ,16,0.0726,2398.638451,3.03E-05,strassen ,16,14.3385,2398.638451,5.98E-03,strassenAvecLimite ,16,0.0666,2398.638451,2.78E-05
conv ,16,0.0724,2398.638451,3.02E-05,strassen ,16,16.2485,2398.638451,6.77E-03,strassenAvecLimite ,16,0.0674,2398.638451,2.81E-05
conv ,16,0.0773,2398.638451,3.22E-05,strassen ,16,14.6041,2398.638451,6.09E-03,strassenAvecLimite ,16,0.0733,2398.638451,3.06E-05
conv ,16,0.0788,2398.638451,3.29E-05,strassen ,16,17.3161,2398.638451,7.22E-03,strassenAvecLimite ,16,0.0666,2398.638451,2.78E-05
conv ,16,0.0718,2398.638451,2.99E-05,strassen ,16,15.2601,2398.638451,6.36E-03,strassenAvecLimite ,16,0.0637,2398.638451,2.66E-05
conv ,16,0.0721,2398.638451,3.01E-05,strassen ,16,15.7227,2398.638451,6.55E-03,strassenAvecLimite ,16,0.0637,2398.638451,2.66E-05
conv ,16,0.1844,2398.638451,7.69E-05,strassen ,16,16.9774,2398.638451,7.08E-03,strassenAvecLimite ,16,0.0619,2398.638451,2.58E-05
conv ,16,0.073,2398.638451,3.04E-05,strassen ,16,16.5068,2398.638451,6.88E-03,strassenAvecLimite ,16,0.0725,2398.638451,3.02E-05
conv ,16,0.0773,2398.638451,3.22E-05,strassen ,16,22.2342,2398.638451,9.27E-03,strassenAvecLimite ,16,0.067,2398.638451,2.79E-05
conv ,16,0.0849,2398.638451,3.54E-05,strassen ,16,15.9509,2398.638451,6.65E-03,strassenAvecLimite ,16,0.0638,2398.638451,2.66E-05
conv ,16,0.0801,2398.638451,3.34E-05,strassen ,16,15.3531,2398.638451,6.40E-03,strassenAvecLimite ,16,0.0642,2398.638451,2.68E-05
conv ,16,0.0791,2398.638451,3.30E-05,strassen ,16,15.0198,2398.638451,6.26E-03,strassenAvecLimite ,16,0.0714,2398.638451,2.98E-05
conv ,16,0.0846,2398.638451,3.53E-05,strassen ,16,14.4815,2398.638451,6.04E-03,strassenAvecLimite ,16,0.0664,2398.638451,2.77E-05
conv ,16,0.0701,2398.638451,2.92E-05,strassen ,16,14.8205,2398.638451,6.18E-03,strassenAvecLimite ,16,0.077,2398.638451,3.21E-05
conv ,16,0.0797,2398.638451,3.32E-05,strassen ,16,17.3501,2398.638451,7.23E-03,strassenAvecLimite ,16,0.0667,2398.638451,2.78E-05
conv ,16,0.084,2398.638451,3.50E-05,strassen ,16,15.0519,2398.638451,6.28E-03,strassenAvecLimite ,16,0.0769,2398.638451,3.21E-05
conv ,16,0.1194,2398.638451,4.98E-05,strassen ,16,15.718,2398.638451,6.55E-03,strassenAvecLimite ,16,0.067,2398.638451,2.79E-05
conv ,16,0.0736,2398.638451,3.07E-05,strassen ,16,16.2372,2398.638451,6.77E-03,strassenAvecLimite ,16,0.0639,2398.638451,2.66E-05
conv ,16,0.072,2398.638451,3.00E-05,strassen ,16,16.3688,2398.638451,6.82E-03,strassenAvecLimite ,16,0.0732,2398.638451,3.05E-05
conv ,16,0.0763,2398.638451,3.18E-05,strassen ,16,16.0402,2398.638451,6.69E-03,strassenAvecLimite ,16,0.069,2398.638451,2.88E-05
conv ,16,0.0755,2398.638451,3.15E-05,strassen ,16,16.1628,2398.638451,6.74E-03,strassenAvecLimite ,16,0.0672,2398.638451,2.80E-05
conv ,16,0.0767,2398.638451,3.20E-05,strassen ,16,18.8494,2398.638451,7.86E-03,strassenAvecLimite ,16,0.0672,2398.638451,2.80E-05
conv ,16,0.0801,2398.638451,3.34E-05,strassen ,16,14.8089,2398.638451,6.17E-03,strassenAvecLimite ,16,0.0671,2398.638451,2.80E-05
conv ,16,0.0784,2398.638451,3.27E-05,strassen ,16,17.19,2398.638451,7.17E-03,strassenAvecLimite ,16,0.0639,2398.638451,2.66E-05
conv ,16,0.0798,2398.638451,3.33E-05,strassen ,16,15.1683,2398.638451,6.32E-03,strassenAvecLimite ,16,0.0613,2398.638451,2.56E-05
conv ,16,0.0722,2398.638451,3.01E-05,strassen ,16,15.1785,2398.638451,6.33E-03,strassenAvecLimite ,16,0.0732,2398.638451,3.05E-05
conv ,16,0.0703,2398.638451,2.93E-05,strassen ,16,16.1292,2398.638451,6.72E-03,strassenAvecLimite ,16,0.0711,2398.638451,2.96E-05
conv ,16,0.0765,2398.638451,3.19E-05,strassen ,16,15.5876,2398.638451,6.50E-03,strassenAvecLimite ,16,0.0771,2398.638451,3.21E-05
conv ,16,0.0769,2398.638451,3.21E-05,strassen ,16,16.064,2398.638451,6.70E-03,strassenAvecLimite ,16,0.07,2398.638451,2.92E-05
conv ,16,0.0921,2398.638451,3.84E-05,strassen ,16,15.0567,2398.638451,6.28E-03,strassenAvecLimite ,16,0.0695,2398.638451,2.90E-05
conv ,16,0.0889,2398.638451,3.71E-05,strassen ,16,14.52,2398.638451,6.05E-03,strassenAvecLimite ,16,0.0674,2398.638451,2.81E-05
conv ,16,0.0825,2398.638451,3.44E-05,strassen ,16,16.1119,2398.638451,6.72E-03,strassenAvecLimite ,16,0.0711,2398.638451,2.96E-05
